=== GBA Test Suite Runner ===
ROM:  tests/assets/roms/suite.gba
BIOS: tests/assets/roms/gba_bios.bin
Booting...
TMR write reload t=1249 val=0000 apply=1250
TMR write control t=1249 val=0000 apply=1250 width=4 addr=04000102
TMR apply reload t=1250 val=0000
TMR apply control t=1250 old=0000 new=0000 running=0 counter=0000 next=18446744073709551615
TMR disabled t=1250 counter=0000
TMR write control t=1405047 val=0000 apply=1405048 width=2 addr=04000102
TMR apply control t=1405048 old=0000 new=0000 running=0 counter=0000 next=18446744073709551615
TMR disabled t=1405048 counter=0000
TMR write reload t=1405223 val=FB1A apply=1405224
TMR apply reload t=1405224 val=FB1A
TMR write control t=1600379 val=0080 apply=1600380 width=2 addr=04000102
TMR apply control t=1600380 old=0000 new=0080 running=0 counter=0000 next=18446744073709551615
TMR enabled t=1600380 counter=FB1A reload=FB1A offset=0 next=1601635
TMR overflow t=0 cyc=39431055 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39432309 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39433563 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39434817 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39436071 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39437325 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39438579 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39439833 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39441087 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39442341 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39443595 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39444849 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39446103 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39447357 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39448611 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39449865 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39451119 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39452373 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39453627 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39454881 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39456135 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39457389 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39458643 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39459897 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39461151 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39462405 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39463659 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39464913 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39466167 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39467421 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39468675 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39469929 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39471183 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39472437 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39473691 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39474945 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39476199 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39477453 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39478707 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39479961 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39481215 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39482469 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39483723 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39484977 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39486231 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39487485 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39488739 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39489993 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39491247 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39492501 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39493755 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39495009 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39496263 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39497517 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39498771 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39500025 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39501279 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39502533 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39503787 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39505041 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39506295 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39507549 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39508803 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39510057 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39511311 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39512565 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39513819 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39515073 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39516327 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39517581 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39518835 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39520089 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39521343 cnt=0000 reload=FB1A ctl=0080
CPU enter IRQ cyc=39522560 pc=00000348 cpsr=6000005F return=0000034C
TMR overflow t=0 cyc=39522597 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39523851 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39525105 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39526359 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39527613 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39528867 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39530121 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39531375 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39532629 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39533883 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39535137 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39536391 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39537645 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39538899 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39540153 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39541407 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39542661 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39543915 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39545169 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39546423 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39547677 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39548931 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39550185 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39551439 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39552693 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39553947 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39555201 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39556455 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39557709 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39558963 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39560217 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39561471 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39562725 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39563979 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39565233 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39566487 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39567741 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39568995 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39570249 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39571503 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39572757 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39574011 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39575265 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39576519 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39577773 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39579027 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39580281 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39581535 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39582789 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39584043 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39585297 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39586551 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39587805 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39589059 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39590313 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39591567 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39592821 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39594075 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39595329 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39596583 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39597837 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39599091 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39600345 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39601599 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39602853 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39604107 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39605361 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39606615 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39607869 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39609123 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39610377 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39611631 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39612885 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39614139 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39615393 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39616647 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39617901 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39619155 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39620409 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39621663 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39622917 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39624171 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39625425 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39626679 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39627933 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39629187 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39630441 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39631695 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39632949 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39634203 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39635457 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39636711 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39637965 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39639219 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39640473 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39641727 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39642981 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39644235 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39645489 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39646743 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39647997 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39649251 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39650505 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39651759 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39653013 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39654267 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39655521 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39656775 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39658029 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39659283 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39660537 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39661791 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39663045 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39664299 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39665553 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39666807 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39668061 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39669315 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39670569 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39671823 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39673077 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39674331 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39675585 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39676839 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39678093 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39679347 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39680601 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39681855 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39683109 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39684363 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39685617 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39686871 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39688125 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39689379 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39690633 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39691887 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39693141 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39694395 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39695649 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39696903 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39698157 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39699411 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39700665 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39701919 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39703173 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39704427 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39705681 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39706935 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39708189 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39709443 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39710697 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39711951 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39713205 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39714459 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39715713 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39716967 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39718221 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39719475 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39720729 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39721983 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39723237 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39724491 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39725745 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39726999 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39728253 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39729507 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39730761 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39732015 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39733269 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39734523 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39735777 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39737031 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39738285 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39739539 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39740793 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39742047 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39743301 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39744555 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39745809 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39747063 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39748317 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39749571 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39750825 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39752079 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39753333 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39754587 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39755841 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39757095 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39758349 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39759603 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39760857 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39762111 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39763365 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39764619 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39765873 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39767127 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39768381 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39769635 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39770889 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39772143 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39773397 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39774651 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39775905 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39777159 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39778413 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39779667 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39780921 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39782175 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39783429 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39784683 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39785937 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39787191 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39788445 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39789699 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39790953 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39792207 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39793461 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39794715 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39795969 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39797223 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39798477 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39799731 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39800985 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39802239 cnt=0000 reload=FB1A ctl=0080
CPU enter IRQ cyc=39803456 pc=00000348 cpsr=6000005F return=0000034C
TMR overflow t=0 cyc=39803493 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39804747 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39806001 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39807255 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39808509 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39809763 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39811017 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39812271 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39813525 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39814779 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39816033 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39817287 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39818541 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39819795 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39821049 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39822303 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39823557 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39824811 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39826065 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39827319 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39828573 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39829827 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39831081 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39832335 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39833589 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39834843 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39836097 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39837351 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39838605 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39839859 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39841113 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39842367 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39843621 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39844875 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39846129 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39847383 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39848637 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39849891 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39851145 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39852399 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39853653 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39854907 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39856161 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39857415 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39858669 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39859923 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39861177 cnt=0000 reload=FB1A ctl=0080
TMR overflow t=0 cyc=39862431 cnt=0000 reload=FB1A ctl=0080
